Time;index;reftemp;sensX-3;sensX-2;sensX-1;sensX0;sensX1;sensX2;sensX3
717;718;1007;264;367;963;768;386;367;1214
718;719;1007;262;362;968;772;387;362;1215
719;720;1001;263;365;967;770;386;365;1215
721;722;1004;266;367;966;782;389;367;1220
722;723;1010;268;373;968;781;386;373;1223
723;724;1010;265;374;959;774;385;374;1217
724;725;1017;234;321;842;723;374;321;1133
725;726;1017;265;369;968;782;382;369;1222
726;727;1014;265;369;968;782;382;369;1222
727;728;1014;268;378;973;778;384;378;1226
728;729;957;266;379;967;777;382;379;1224
730;731;934;267;368;955;786;388;368;1218
731;732;927;268;373;948;793;391;373;1220
732;733;927;265;376;941;799;386;376;1221
733;734;904;265;376;941;799;386;376;1221
734;735;904;262;376;934;809;382;376;1222
735;736;890;264;379;928;814;393;379;1223
737;738;872;261;373;925;823;387;373;1223
738;739;871;259;372;921;824;388;372;1221
739;740;871;268;370;918;826;393;370;1220
740;741;877;254;365;910;834;382;365;1218
741;742;877;252;351;903;811;341;351;1201
742;743;899;236;351;913;833;388;351;1214
743;744;899;249;358;908;831;386;358;1214
744;745;921;260;367;904;832;384;367;1216
745;746;909;254;357;907;814;350;357;1206
746;747;909;256;369;935;841;374;369;1232
747;748;905;255;369;910;837;385;369;1221
748;749;905;242;336;802;790;373;336;1149
749;750;900;242;336;802;790;373;336;1149
750;751;900;272;359;911;822;360;359;1212
751;752;902;248;359;868;823;382;359;1196
753;754;908;236;332;799;798;382;332;1149
754;755;906;257;363;906;851;395;363;1222
755;756;906;261;366;905;844;389;366;1220
756;757;909;263;369;904;850;395;369;1224
757;758;909;258;367;902;849;396;367;1222
758;759;890;251;371;903;843;388;371;1221
759;760;890;259;371;899;849;396;371;1222
760;761;869;258;370;901;857;394;370;1225
761;762;851;262;374;890;858;396;374;1223
762;763;851;267;378;890;859;401;378;1225
763;764;848;249;364;856;843;392;364;1201
764;765;848;252;356;848;848;384;356;1196
765;766;850;252;356;848;848;384;356;1196
766;767;850;254;375;866;875;399;375;866
767;768;847;250;376;865;875;391;376;865
769;770;841;255;379;858;881;396;379;858
770;771;838;253;381;852;882;394;381;852
771;772;838;254;369;847;886;387;369;847
772;773;848;254;369;847;886;387;369;847
773;774;848;251;363;846;865;370;363;846
774;775;858;255;379;846;886;393;379;846
776;777;864;261;385;853;893;394;385;853
777;778;867;265;384;854;881;391;384;854
778;779;867;268;386;847;891;387;386;847
779;780;867;263;392;848;889;395;392;848
780;781;867;259;385;846;891;390;385;846
781;782;866;259;385;846;891;390;385;846
782;783;866;266;390;851;893;392;390;851
783;784;859;265;391;850;892;389;391;850
785;786;836;263;396;843;879;382;396;843
786;787;799;262;395;845;889;392;395;845
787;788;799;265;395;846;893;390;395;846
788;789;779;265;395;846;893;390;395;846
789;790;779;264;391;831;906;389;391;831
790;791;789;261;395;824;917;396;395;824
792;793;792;259;398;807;924;393;398;807
793;794;786;265;396;795;924;390;396;795
794;795;786;266;391;799;931;392;391;799
795;796;777;268;393;792;938;392;393;792
796;797;777;262;388;786;939;393;388;786
797;798;779;260;391;781;940;397;391;781
799;800;776;248;373;783;945;397;373;783
800;801;774;265;391;782;949;398;391;782
801;802;774;262;390;778;943;394;390;778
802;803;785;267;386;769;947;391;386;769
803;804;785;271;394;772;943;394;394;772
804;805;789;271;394;772;943;394;394;772
805;806;789;273;398;772;953;404;398;772
806;807;779;219;360;742;961;408;360;742
808;809;763;266;395;762;947;399;395;762
809;810;756;268;396;768;953;395;396;768
810;811;756;263;391;763;947;397;391;763
811;812;763;263;391;763;947;397;391;763
812;813;763;269;393;765;949;397;393;765
813;814;759;272;396;762;949;398;396;762
815;816;790;274;399;765;959;400;399;765
816;817;788;277;401;758;950;394;401;758
817;818;788;276;404;763;955;391;404;763
818;819;764;274;405;767;952;388;405;767
819;820;764;269;407;753;964;402;407;753
820;821;761;269;407;753;964;402;407;753
821;822;761;280;406;740;974;397;406;740
822;823;766;272;403;742;981;400;403;742
824;825;748;272;407;733;983;393;407;733
825;826;729;258;396;736;990;405;396;736
826;827;729;242;380;714;970;372;380;714
827;828;749;242;380;714;970;372;380;714
828;829;749;278;405;725;997;401;405;725
830;831;743;252;396;708;1011;419;396;708
832;833;757;282;415;726;1004;402;415;726
833;834;742;287;422;729;1005;404;422;729
834;835;742;262;371;625;919;378;371;625
835;836;731;285;422;725;1004;402;422;725
836;837;731;286;417;722;1001;386;417;722
837;838;739;286;417;722;1001;386;417;722
838;839;739;288;414;716;1006;393;414;716
839;840;748;292;419;718;1011;394;419;718
841;842;745;299;425;721;1011;404;425;721
842;843;720;294;426;717;1009;406;426;717
843;844;720;291;421;722;1009;394;421;722
844;845;720;291;421;722;1009;394;421;722
845;846;720;293;419;713;1006;401;419;713
846;847;732;294;417;713;1004;394;417;713
848;849;722;294;420;713;1011;402;420;713
849;850;718;293;421;712;1012;405;421;712
850;851;718;290;425;723;1010;356;425;723
851;852;712;323;419;708;1012;397;419;708
852;853;712;300;421;700;1026;407;421;700
853;854;702;291;419;696;1028;405;419;696
854;855;702;292;416;691;1029;400;416;691
855;856;695;293;417;680;1039;406;417;680
856;857;699;297;410;678;1044;399;410;678
857;858;699;297;410;678;1039;400;410;678
858;859;699;296;410;670;1038;406;410;670
859;860;699;293;408;672;1041;408;408;672
860;861;695;293;408;672;1041;408;408;672
861;862;695;271;383;656;1060;419;383;656
862;863;701;287;401;661;1025;376;401;661
865;866;712;288;407;663;1050;413;407;663
866;867;712;294;409;659;1052;411;409;659
867;868;711;294;409;659;1052;411;409;659
868;869;711;288;399;637;1021;400;399;637
869;870;697;292;404;663;1052;403;404;663
871;872;693;298;409;657;1053;413;409;657
872;873;695;294;409;650;1050;416;409;650
873;874;695;286;407;657;1046;402;407;657
874;875;685;285;405;656;1047;408;405;656
875;876;685;294;407;651;1046;416;407;651
876;877;674;294;407;651;1046;416;407;651
877;878;674;290;407;652;1054;419;407;652
878;879;659;285;398;647;1059;411;398;647
880;881;654;289;391;637;1065;412;391;637
881;882;669;287;394;637;1074;413;394;637
882;883;669;297;398;634;1066;420;398;634
883;884;672;297;398;634;1066;420;398;634
884;885;672;293;388;635;1081;418;388;635
885;886;678;294;384;623;1067;418;384;623
887;888;662;286;389;624;1079;423;389;624
888;889;662;288;386;620;1078;425;386;620
889;890;662;281;381;621;1080;420;381;621
890;891;661;279;380;618;1082;422;380;618
891;892;661;287;377;618;1084;423;377;618
892;893;653;272;369;607;1080;431;369;607
894;895;656;275;371;607;1064;396;371;607
895;896;636;283;379;616;1083;423;379;616
896;897;636;264;377;614;1080;415;377;614
897;898;627;299;370;605;1079;421;370;605
898;899;627;303;372;605;1080;430;372;605
899;900;620;303;372;605;1080;430;372;605
900;901;620;272;364;574;1053;421;364;574
901;902;640;259;365;616;1079;419;365;616
903;904;635;269;349;598;1062;390;349;598
904;905;639;269;364;602;1082;424;364;602
905;906;639;271;369;601;1089;427;369;601
906;907;627;271;369;601;1089;427;369;601
907;908;627;274;367;605;1086;425;367;605
908;909;619;271;357;609;1103;421;357;609
910;911;620;273;348;572;1064;423;348;572
911;912;612;276;351;564;1064;431;351;564
912;913;612;275;360;590;1096;436;360;590
913;914;606;276;350;595;1103;436;350;595
914;915;606;268;353;578;1101;435;353;578
915;916;612;268;353;578;1101;435;353;578
916;917;612;273;345;573;1107;437;345;573
917;918;609;269;352;580;1110;441;352;580
919;920;605;275;351;575;1115;441;351;575
920;921;606;268;346;572;1115;442;346;572
921;922;606;268;349;579;1125;444;349;579
922;923;596;268;349;579;1125;444;349;579
923;924;596;265;351;565;1109;446;351;565
924;925;588;253;331;566;1113;443;331;566
926;927;586;254;331;536;1084;443;331;536
927;928;589;261;337;564;1111;443;337;564
928;929;589;262;337;565;1118;449;337;565
929;930;584;254;328;552;1099;416;328;552
930;931;584;265;338;554;1113;453;338;554
931;932;593;265;338;554;1113;453;338;554
932;933;593;261;335;553;1118;450;335;553
933;934;591;290;341;557;1125;445;341;557
934;935;596;254;306;498;1050;428;306;498
935;936;596;249;306;500;1046;435;306;500
936;937;586;206;247;428;956;418;247;428
937;938;586;267;335;551;1115;452;335;551
938;939;572;267;335;551;1115;452;335;551
939;940;572;268;329;532;1093;420;329;532
940;941;564;255;300;469;1023;438;300;469
942;943;555;266;337;542;1127;463;337;542
943;944;548;263;330;538;1123;456;330;538
944;945;548;256;322;529;1111;471;322;529
945;946;543;256;322;529;1111;471;322;529
946;947;543;269;334;526;1133;467;334;526
947;948;543;262;323;523;1124;464;323;523
950;951;541;272;328;528;1125;469;328;528
951;952;539;276;332;528;1134;467;332;528
952;953;539;265;318;492;1089;462;318;492
953;954;540;269;330;524;1152;474;330;524
954;955;540;273;331;518;1131;476;331;518
955;956;535;273;331;518;1131;476;331;518
956;957;535;264;329;513;1133;479;329;513
957;958;524;268;324;513;1127;470;324;513
959;960;516;259;324;510;1123;477;324;510
960;961;522;247;320;488;1093;408;320;488
961;962;522;247;318;501;1098;436;318;501
962;963;517;247;318;501;1098;436;318;501
963;964;517;240;300;498;1124;473;300;498
964;965;518;260;321;502;1129;472;321;502
966;967;516;250;284;431;1034;462;284;431
967;968;519;242;298;493;1128;482;298;493
968;969;519;257;317;491;1128;479;317;491
969;970;515;264;312;496;1126;486;312;496
970;971;515;250;301;452;994;359;301;452
971;972;505;240;296;490;1124;489;296;490
972;973;500;230;303;487;1141;509;303;487
973;974;500;232;305;480;1136;504;305;480
974;975;495;264;303;502;1138;491;303;502
975;976;495;259;315;477;1123;502;315;477
976;977;490;262;313;477;1117;501;313;477
977;978;490;241;290;425;1032;483;290;425
978;979;486;241;290;425;1032;483;290;425
979;980;486;271;308;468;1116;511;308;468
980;981;480;268;311;473;1118;506;311;473
982;983;476;246;281;399;1027;501;281;399
983;984;469;263;306;460;1116;512;306;460
984;985;469;243;290;448;1078;482;290;448
985;986;465;243;290;448;1078;482;290;448
986;987;465;258;308;449;1115;519;308;449
987;988;462;240;306;441;1115;512;306;441
989;990;459;239;271;386;1028;503;271;386
990;991;456;219;281;429;1123;537;281;429
991;992;456;262;296;436;1115;524;296;436
992;993;452;253;294;435;1111;522;294;435
993;994;452;266;305;435;1115;525;305;435
994;995;451;266;305;435;1115;525;305;435
995;996;451;253;302;430;1110;518;302;430
996;997;452;244;305;434;1112;525;305;434
998;999;446;200;210;284;861;472;210;284
999;1000;443;248;281;415;1086;481;281;415
1000;1001;443;254;300;426;1108;531;300;426
1001;1002;440;254;300;426;1108;531;300;426
1002;1003;440;249;300;429;1097;518;300;429
1003;1004;428;253;299;424;1083;519;299;424
1005;1006;427;253;302;418;1080;528;302;418
1006;1007;419;220;293;417;1089;547;293;417
1007;1008;419;258;296;417;1077;537;296;417
1008;1009;409;257;296;410;1070;538;296;410
1009;1010;409;256;296;413;1069;533;296;413
1010;1011;410;256;296;413;1069;533;296;413
1011;1012;410;222;279;400;1079;555;279;400
1012;1013;406;259;296;404;1062;544;296;404
1014;1015;408;259;302;403;1070;551;302;403
1015;1016;408;256;305;400;1062;547;305;400
1016;1017;408;261;294;405;1062;545;294;405
1017;1018;406;261;294;405;1062;545;294;405
1018;1019;406;254;297;391;1066;551;297;391
1019;1020;404;256;299;404;1068;549;299;404
1021;1022;406;258;299;389;1068;555;299;389
1022;1023;406;258;307;393;1069;556;307;393
1023;1024;406;254;297;392;1073;554;297;392
1024;1025;406;258;304;397;1074;559;304;397
1025;1026;406;252;299;374;1040;546;299;374
1026;1027;399;252;299;374;1040;546;299;374
1027;1028;399;262;306;394;1071;559;306;394
1028;1029;390;258;308;391;1058;551;308;391
1029;1030;385;262;301;385;1045;560;301;385
1030;1031;385;259;308;385;1040;564;308;385
1031;1032;389;248;298;387;1022;516;298;387
1032;1033;389;247;273;338;955;549;273;338
1033;1034;387;247;273;338;955;549;273;338
1034;1035;387;256;302;383;1026;571;302;383
1035;1036;392;259;301;379;1029;569;301;379
1037;1038;388;257;305;381;1024;570;305;381
1038;1039;380;260;308;381;1025;578;308;381
1039;1040;380;244;293;378;1027;574;293;378
1040;1041;371;263;292;363;1013;574;292;363
1041;1042;371;259;311;372;1018;576;311;372
1042;1043;365;256;304;366;1018;577;304;366
1044;1045;367;256;306;371;1012;579;306;371
1045;1046;366;256;290;366;1008;581;290;366
1046;1047;366;256;299;362;1006;585;299;362
1047;1048;367;252;303;367;1006;585;303;367
1048;1049;367;260;295;365;1005;588;295;365
1049;1050;367;260;295;365;1005;588;295;365
1050;1051;367;254;304;361;1007;586;304;361
1051;1052;374;259;300;360;1012;587;300;360
1053;1054;370;261;294;353;1012;583;294;353
1054;1055;361;257;307;361;1011;590;307;361
1055;1056;361;263;301;361;1010;591;301;361
1056;1057;366;263;301;361;1010;591;301;361
1057;1058;366;253;286;339;981;561;286;339
1058;1059;367;257;301;359;991;596;301;359
1060;1061;359;261;310;357;982;606;310;357
1061;1062;358;254;304;348;968;606;304;348
1062;1063;358;258;305;350;961;610;305;350
1063;1064;353;257;303;358;956;608;303;358
1064;1065;353;258;305;359;953;614;305;359
1065;1066;351;245;298;337;910;577;298;337
1068;1069;359;257;305;347;936;615;305;347
1069;1070;355;258;300;354;934;619;300;354
1070;1071;355;237;286;352;927;620;286;352
1071;1072;353;246;301;351;929;628;301;351
1072;1073;353;244;303;354;930;630;303;354
1073;1074;349;244;303;354;930;630;303;354
1074;1075;349;235;294;358;943;637;294;358
1075;1076;348;239;295;346;925;634;295;346
1077;1078;348;221;289;341;930;643;289;341
1078;1079;348;257;298;346;922;635;298;346
1079;1080;348;252;298;339;931;640;298;339
1080;1081;343;252;298;339;931;640;298;339
1081;1082;343;253;302;341;925;639;302;341
1082;1083;339;251;303;341;925;652;303;341
1084;1085;337;251;303;337;912;652;303;337
1085;1086;336;254;295;337;909;647;295;337
